0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
AA,AA,AA,AA,AA,AA,AA,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AA,AA,AA,AA,AA,AA,AA,AA,AA
AAB,AAB,AAB,AAB,AAB,AAB,AAB,ABB,ABB,ABB,ABA,ABA,ABB,ABA,ABB,ABB,ABB,ABB,ABB,ABA,ABA,AAA,AAA,AAA,AAA,AAA,AAA,AAA,AAA,AAA
AABA,AABA,AABB,AABB,AABB,AABB,AABA,ABBA,ABBB,ABBA,ABAA,ABAA,ABBA,ABAA,ABBA,ABBA,ABBB,ABBA,ABBA,ABAA,ABAB,AAA,AAA,AAA,AAA,AAA,AAA,AAA,AAA,AAA
AABA,AABA,AABB,AABB,AABB,AABB,AABA,ABBAA,ABBB,ABBAB,ABAAB,ABAAA,ABBAA,ABAAA,ABBAB,ABBAA,ABBB,ABBAA,ABBAA,ABAAA,ABAB,AAA,AAA,AAA,AAA,AAA,AAA,AAA,AAA,AAA
AABA,AABA,AABB,AABB,AABB,AABB,AABA,ABBAAB,ABBB,ABBAB,ABAAB,ABAAA,ABBAAB,ABAAA,ABBAB,ABBAAA,ABBB,ABBAAA,ABBAAA,ABAAA,ABAB,AAA,AAA,AAA,AAA,AAA,AAA,AAA,AAA,AAA
AABA,AABA,AABB,AABB,AABB,AABB,AABA,ABBAAB,ABBB,ABBAB,ABAAB,ABAAA,ABBAAB,ABAAA,ABBAB,ABBAAA,ABBB,ABBAAA,ABBAAA,ABAAA,ABAB,AAA,AAA,AAA,AAA,AAA,AAA,AAA,AAA,AAA
AABA,AABA,AABB,AABB,AABB,AABB,AABA,ABBAAB,ABBB,ABBAB,ABAAB,ABAAA,ABBAAB,ABAAA,ABBAB,ABBAAA,ABBB,ABBAAA,ABBAAA,ABAAA,ABAB,AAA,AAA,AAA,AAA,AAA,AAA,AAA,AAA,AAA
AABA,AABA,AABB,AABB,AABB,AABB,AABA,ABBAAB,ABBB,ABBAB,ABAAB,ABAAA,ABBAAB,ABAAA,ABBAB,ABBAAA,ABBB,ABBAAA,ABBAAA,ABAAA,ABAB,AAA,AAA,AAA,AAA,AAA,AAA,AAA,AAA,AAA
AABA,AABA,AABB,AABB,AABB,AABB,AABA,ABBAAB,ABBB,ABBAB,ABAAB,ABAAA,ABBAAB,ABAAA,ABBAB,ABBAAA,ABBB,ABBAAA,ABBAAA,ABAAA,ABAB,AAA,AAA,AAA,AAA,AAA,AAA,AAA,AAA,AAA
AABA,AABA,AABB,AABB,AABB,AABB,AABA,ABBAAB,ABBB,ABBAB,ABAAB,ABAAA,ABBAAB,ABAAA,ABBAB,ABBAAA,ABBB,ABBAAA,ABBAAA,ABAAA,ABAB,AAA,AAA,AAA,AAA,AAA,AAA,AAA,AAA,AAA
AABA,AABA,AABB,AABB,AABB,AABB,AABA,ABBAAB,ABBB,ABBAB,ABAAB,ABAAA,ABBAAB,ABAAA,ABBAB,ABBAAA,ABBB,ABBAAA,ABBAAA,ABAAA,ABAB,AAA,AAA,AAA,AAA,AAA,AAA,AAA,AAA,AAA
AABA,AABA,AABB,AABB,AABB,AABB,AABA,ABBAAB,ABBB,ABBAB,ABAAB,ABAAA,ABBAAB,ABAAA,ABBAB,ABBAAA,ABBB,ABBAAA,ABBAAA,ABAAA,ABAB,AAA,AAA,AAA,AAA,AAA,AAA,AAA,AAA,AAA
AABA,AABA,AABBA,AABBB,AABBB,AABBA,AABA,ABBAAB,ABBB,ABBAB,ABAAB,ABAAA,ABBAAB,ABAAA,ABBAB,ABBAAA,ABBB,ABBAAA,ABBAAA,ABAAA,ABAB,AAA,AAA,AAA,AAA,AAA,AAA,AAA,AAA,AAA
AABA,AABA,AABBA,AABBB,AABBB,AABBA,AABA,ABBAAB,ABBB,ABBAB,ABAAB,ABAAA,ABBAAB,ABAAA,ABBAB,ABBAAA,ABBB,ABBAAA,ABBAAA,ABAAA,ABAB,AAA,AAA,AAA,AAA,AAA,AAA,AAA,AAA,AAA
AABA,AABA,AABBA,AABBB,AABBB,AABBA,AABA,ABBAAB,ABBB,ABBAB,ABAAB,ABAAA,ABBAAB,ABAAA,ABBAB,ABBAAA,ABBB,ABBAAA,ABBAAA,ABAAA,ABAB,AAA,AAA,AAA,AAA,AAA,AAA,AAA,AAA,AAA
AABA,AABA,AABBA,AABBB,AABBB,AABBA,AABA,ABBAAB,ABBB,ABBAB,ABAAB,ABAAA,ABBAAB,ABAAA,ABBAB,ABBAAA,ABBB,ABBAAA,ABBAAA,ABAAA,ABAB,AAA,AAA,AAA,AAA,AAA,AAA,AAA,AAA,AAA
AABA,AABA,AABBA,AABBB,AABBB,AABBA,AABA,ABBAAB,ABBB,ABBAB,ABAAB,ABAAA,ABBAAB,ABAAA,ABBAB,ABBAAA,ABBB,ABBAAA,ABBAAA,ABAAA,ABAB,AAA,AAA,AAA,AAA,AAA,AAA,AAA,AAA,AAA
AABA,AABA,AABBA,AABBB,AABBB,AABBA,AABA,ABBAAB,ABBB,ABBAB,ABAAB,ABAAA,ABBAAB,ABAAA,ABBAB,ABBAAA,ABBB,ABBAAA,ABBAAA,ABAAA,ABAB,AAA,AAA,AAA,AAA,AAA,AAA,AAA,AAA,AAA
AABA,AABA,AABBA,AABBB,AABBB,AABBA,AABA,ABBAAB,ABBB,ABBAB,ABAAB,ABAAA,ABBAAB,ABAAA,ABBAB,ABBAAA,ABBB,ABBAAA,ABBAAA,ABAAA,ABAB,AAA,AAA,AAA,AAA,AAA,AAA,AAA,AAA,AAA
AABA,AABA,AABBA,AABBB,AABBB,AABBA,AABA,ABBAAB,ABBB,ABBAB,ABAAB,ABAAA,ABBAAB,ABAAA,ABBAB,ABBAAA,ABBB,ABBAAA,ABBAAA,ABAAA,ABAB,AAA,AAA,AAA,AAA,AAA,AAA,AAA,AAA,AAA
AABA,AABA,AABBA,AABBB,AABBB,AABBA,AABA,ABBAAB,ABBB,ABBAB,ABAAB,ABAAA,ABBAAB,ABAAA,ABBAB,ABBAAA,ABBB,ABBAAA,ABBAAA,ABAAA,ABAB,AAA,AAA,AAA,AAA,AAA,AAA,AAA,AAA,AAA
AABA,AABA,AABBA,AABBB,AABBB,AABBA,AABA,ABBAAB,ABBB,ABBAB,ABAAB,ABAAA,ABBAAB,ABAAA,ABBAB,ABBAAA,ABBB,ABBAAA,ABBAAA,ABAAA,ABAB,AAA,AAA,AAA,AAA,AAA,AAA,AAA,AAA,AAA
AABA,AABA,AABBA,AABBB,AABBB,AABBA,AABA,ABBAAB,ABBB,ABBAB,ABAAB,ABAAA,ABBAAB,ABAAA,ABBAB,ABBAAA,ABBB,ABBAAA,ABBAAA,ABAAA,ABAB,AAA,AAA,AAA,AAA,AAA,AAA,AAA,AAA,AAA
AABA,AABA,AABBA,AABBB,AABBB,AABBA,AABA,ABBAAB,ABBB,ABBAB,ABAAB,ABAAA,ABBAAB,ABAAA,ABBAB,ABBAAA,ABBB,ABBAAA,ABBAAA,ABAAA,ABAB,AAA,AAA,AAA,AAA,AAA,AAA,AAA,AAA,AAA
AABA,AABA,AABBA,AABBB,AABBB,AABBA,AABA,ABBAAB,ABBB,ABBAB,ABAAB,ABAAA,ABBAAB,ABAAA,ABBAB,ABBAAA,ABBB,ABBAAA,ABBAAA,ABAAA,ABAB,AAA,AAA,AAA,AAA,AAA,AAA,AAA,AAA,AAA
AABA,AABA,AABBA,AABBB,AABBB,AABBA,AABA,ABBAAB,ABBB,ABBAB,ABAAB,ABAAA,ABBAAB,ABAAA,ABBAB,ABBAAA,ABBB,ABBAAA,ABBAAA,ABAAA,ABAB,AAA,AAA,AAA,AAA,AAA,AAA,AAA,AAA,AAA
AABA,AABA,AABBA,AABBB,AABBB,AABBA,AABA,ABBAAB,ABBB,ABBAB,ABAAB,ABAAA,ABBAAB,ABAAA,ABBAB,ABBAAA,ABBB,ABBAAA,ABBAAA,ABAAA,ABAB,AAA,AAA,AAA,AAA,AAA,AAA,AAA,AAA,AAA
AABA,AABA,AABBA,AABBB,AABBB,AABBA,AABA,ABBAAB,ABBB,ABBAB,ABAAB,ABAAA,ABBAAB,ABAAA,ABBAB,ABBAAA,ABBB,ABBAAA,ABBAAA,ABAAA,ABAB,AAA,AAA,AAA,AAA,AAA,AAA,AAA,AAA,AAA
AABA,AABA,AABBA,AABBB,AABBB,AABBA,AABA,ABBAAB,ABBB,ABBAB,ABAAB,ABAAA,ABBAAB,ABAAA,ABBAB,ABBAAA,ABBB,ABBAAA,ABBAAA,ABAAA,ABAB,AAA,AAA,AAA,AAA,AAA,AAA,AAA,AAA,AAA
